1.000000000000000000e+00,9.770186395471027740e-01,9.121231487550478523e-01,8.981279901140047928e-01,9.358320541116528224e-01,9.250071235431424066e-01,9.622028517937077918e-01,9.737120490614080692e-01,8.784249602841950333e-01,9.207297745354270369e-01,9.727429154469633410e-01,9.037317282648530403e-01,8.851824570631577904e-01,9.422053415334551429e-01,9.034643801128802165e-01,9.812479592639947734e-01,9.316542370784749449e-01,9.602435259096412379e-01,9.430703898598468138e-01,9.687990854331987034e-01,9.177305600481837633e-01,7.496596033806207648e-01,8.540115708082255397e-01,9.188340347526336993e-01,9.308707921553078801e-01,9.482961251524969493e-01,9.606667438596679931e-01,9.170479831780470326e-01,8.608963076025365480e-01,8.153634028981958659e-01,9.726555593795401800e-01,8.958523276227160492e-01,9.508506075465482654e-01,9.349583020749336892e-01,9.604818520692328665e-01
9.770186395471027740e-01,1.000000000000000000e+00,9.481199591851403596e-01,9.248520360059458989e-01,9.697008762201521082e-01,9.546177439935734643e-01,9.665938096659523193e-01,9.881068732684266109e-01,9.144731473053671067e-01,9.398343776151945050e-01,9.806940715383765106e-01,9.190224667825762639e-01,8.997797439614613202e-01,9.603075269456196050e-01,9.191896057320083635e-01,9.809634962068819464e-01,9.455494362116786400e-01,9.767006135926017407e-01,9.229612307026958673e-01,9.830939289675528769e-01,9.298656931176357832e-01,7.971062878925214701e-01,8.953612254545403326e-01,9.562287030817533395e-01,9.246727509321844840e-01,9.692588332436505860e-01,9.684865816093956026e-01,9.136253141956210966e-01,8.508930062661365090e-01,8.370037056329420189e-01,9.758530027191278933e-01,8.949232038825424285e-01,9.587683767800494472e-01,9.620681440648365390e-01,9.860282268595907951e-01
9.121231487550478523e-01,9.481199591851402486e-01,9.999999999999997780e-01,9.773167971425359424e-01,9.495910994855878418e-01,9.847520200739318108e-01,9.469007327071499169e-01,9.498951491109014489e-01,9.382408747889234846e-01,9.766636773201153865e-01,9.661165445816916053e-01,9.614064591750302036e-01,9.466239540399160601e-01,9.770869329278495385e-01,9.676910471240691702e-01,9.191432043737054469e-01,8.838272933868666081e-01,9.399335721883370631e-01,9.097145736638519997e-01,9.348433647184373196e-01,9.543735729640149268e-01,8.542315438887704282e-01,9.504379837406247145e-01,9.675322589596015987e-01,8.060941662160220345e-01,9.354070034724146776e-01,8.719574512584568060e-01,7.961390338374423337e-01,7.241350667549756315e-01,9.260425329259446281e-01,9.472656736272911937e-01,8.651581684554094931e-01,8.751042030527583782e-01,8.754908341041034436e-01,9.120452298825388882e-01
8.981279901140047928e-01,9.248520360059457879e-01,9.773167971425359424e-01,1.000000000000000000e+00,9.113586217390188260e-01,9.628634469316748046e-01,9.214719652200060729e-01,9.408324569566842710e-01,9.529124426877767506e-01,9.748605904306316683e-01,9.466017504522691306e-01,9.604330509409373384e-01,9.633258626268897951e-01,9.636234388933480055e-01,9.761487446795048539e-01,8.959472424136030178e-01,8.412339423946323391e-01,9.136697456079696522e-01,9.154636677643900322e-01,9.105426210051210667e-01,9.584029729260681307e-01,8.539877619537764586e-01,9.497980453320868932e-01,9.706664741215517145e-01,7.636501097740712174e-01,9.171200749561150278e-01,8.363201466372803816e-01,7.562966372043642416e-01,6.682948236214263371e-01,9.131773250400120334e-01,9.302562829639343667e-01,8.769528684776541905e-01,8.596257144173566900e-01,8.325349041343652612e-01,8.845822943399452853e-01
9.358320541116527114e-01,9.697008762201521082e-01,9.495910994855879528e-01,9.113586217390188260e-01,9.999999999999997780e-01,9.634876121327164977e-01,9.410194821096979911e-01,9.580836967040107233e-01,9.128275964942847986e-01,9.097819333818750742e-01,9.654868124351336789e-01,8.938479377547522420e-01,8.718079423577542730e-01,9.434635742190438101e-01,8.994544707105218695e-01,9.467689176784009897e-01,9.283415891393138608e-01,9.415894562280971991e-01,8.657611013169479453e-01,9.586533419812218737e-01,8.964211598428603045e-01,8.061501412531678623e-01,8.967629365389924168e-01,9.347899877621754783e-01,9.027581828470007119e-01,9.547019452127637473e-01,9.374493934663327144e-01,8.899283761062442011e-01,8.390418222211185606e-01,8.313012597646592949e-01,9.540544790103725470e-01,8.825949213718942143e-01,9.341321089958113388e-01,9.438760346798008571e-01,9.654208060886501075e-01
9.250071235431424066e-01,9.546177439935734643e-01,9.847520200739318108e-01,9.628634469316749156e-01,9.634876121327163867e-01,9.999999999999998890e-01,9.529627360939090241e-01,9.522855591597123581e-01,9.343437024989098560e-01,9.693898563620412245e-01,9.771999123723995595e-01,9.563286834418742721e-01,9.359582172573065462e-01,9.786468565509787165e-01,9.597474429739504265e-01,9.333732787958176624e-01,9.044749867856245462e-01,9.404710241998385234e-01,9.204120816563446938e-01,9.428916470056837307e-01,9.455634102031660326e-01,8.459984952346604192e-01,9.343854358039063168e-01,9.499859495128002429e-01,8.334393016661609810e-01,9.438482523301183758e-01,8.838561035667527044e-01,8.196530618415259761e-01,7.577209962356097339e-01,9.130049937931772330e-01,9.637304996979789706e-01,8.764994584915004605e-01,8.886577103365257413e-01,8.917484007191406326e-01,9.241888544966980756e-01
9.622028517937077918e-01,9.665938096659523193e-01,9.469007327071498059e-01,9.214719652200059619e-01,9.410194821096981022e-01,9.529627360939090241e-01,1.000000000000000000e+00,9.599175323297156615e-01,9.154804043561576288e-01,9.436221236789038569e-01,9.803153026160276173e-01,9.501464591618715705e-01,9.194254004985965567e-01,9.672085628314094352e-01,9.425915776990347883e-01,9.738425972639461747e-01,9.534589333027281288e-01,9.592254356692775374e-01,9.331781464102384405e-01,9.760887201331306384e-01,9.390506665516924478e-01,8.511229939959131796e-01,9.146292801441467946e-01,9.292906794689796968e-01,8.849373545626375570e-01,9.218997632327103897e-01,9.192219620945089043e-01,8.524974688654060051e-01,7.988504194285621640e-01,9.034372282028497736e-01,9.680830770055020018e-01,8.481052360372932641e-01,8.913030889157653736e-01,8.969225344770775932e-01,9.327353511103400052e-01
9.737120490614080692e-01,9.881068732684264999e-01,9.498951491109013379e-01,9.408324569566842710e-01,9.580836967040107233e-01,9.522855591597123581e-01,9.599175323297156615e-01,1.000000000000000000e+00,9.350945227815694594e-01,9.466130414063175236e-01,9.789592316443209707e-01,9.286791539849330590e-01,9.230949571893630745e-01,9.655616818165729809e-01,9.390014062240090720e-01,9.738585237869819000e-01,9.244634050723545826e-01,9.681708216607098905e-01,9.331394260447655187e-01,9.738288788971000143e-01,9.490899334900734230e-01,8.051311726330924179e-01,9.126028001553331270e-01,9.687448245852400275e-01,9.003366934811493083e-01,9.653301548083491612e-01,9.469576381206239457e-01,8.917689131822009729e-01,8.183763575219688002e-01,8.484138956152309508e-01,9.769186965470210149e-01,9.174603147751044796e-01,9.519750347729604156e-01,9.417923795406070164e-01,9.760672604441367195e-01
8.784249602841950333e-01,9.144731473053671067e-01,9.382408747889234846e-01,9.529124426877767506e-01,9.128275964942846876e-01,9.343437024989097450e-01,9.154804043561576288e-01,9.350945227815695704e-01,1.000000000000000000e+00,9.260518201408384220e-01,9.291614141855923936e-01,9.304985355534735048e-01,9.567243848873741019e-01,9.425546157861247609e-01,9.523310096818892179e-01,8.917294086093976446e-01,8.524128318803988469e-01,8.816306315088426881e-01,8.818095692571632505e-01,9.148700653293605489e-01,9.239554158464204914e-01,9.155817933801521091e-01,9.604949923743694162e-01,9.551324807113229509e-01,7.628284337576541896e-01,8.846129175801170641e-01,8.264089881362445267e-01,7.417357362031660184e-01,6.541362008968255592e-01,8.893030548288121118e-01,9.153752944313693352e-01,8.486399394404152696e-01,8.354915214121521050e-01,8.264904343848727963e-01,8.886629504046159589e-01
9.207297745354270369e-01,9.398343776151945050e-01,9.766636773201152755e-01,9.748605904306316683e-01,9.097819333818749632e-01,9.693898563620412245e-01,9.436221236789037459e-01,9.466130414063175236e-01,9.260518201408384220e-01,1.000000000000000000e+00,9.645837813692691443e-01,9.760703646233807040e-01,9.671016818433562090e-01,9.754952941663131982e-01,9.780316421325871978e-01,9.222152889802390785e-01,8.754702908064800893e-01,9.367176879683134505e-01,9.582029699249343668e-01,9.225897941864709129e-01,9.599960881407291202e-01,8.411569572487399560e-01,9.363386132120369298e-01,9.547098387328060154e-01,7.882592512499639881e-01,9.181461844762256463e-01,8.546296839895443087e-01,7.766680027948236198e-01,7.027809226887964389e-01,9.239370204658553520e-01,9.504561707869894072e-01,8.510412988241304877e-01,8.575231524582429543e-01,8.544672671469859537e-01,8.936172864310976127e-01
9.727429154469632300e-01,9.806940715383766216e-01,9.661165445816914943e-01,9.466017504522691306e-01,9.654868124351335679e-01,9.771999123723996705e-01,9.803153026160276173e-01,9.789592316443210818e-01,9.291614141855923936e-01,9.645837813692691443e-01,1.000000000000000000e+00,9.549961725404531032e-01,9.305305882551929697e-01,9.819600628560373190e-01,9.544874362490055608e-01,9.773006932972873040e-01,9.400486431533208176e-01,9.656602162984809778e-01,9.495741340740886383e-01,9.749019492927603059e-01,9.521168096767067546e-01,8.343733636200861836e-01,9.203060407704839463e-01,9.475105568019200897e-01,8.871481654761789182e-01,9.541578917029315265e-01,9.273372167792202081e-01,8.665173574071690643e-01,8.046866463033107708e-01,8.917778229102027998e-01,9.881572776193179308e-01,8.889843646517471276e-01,9.209060663158455950e-01,9.212107435472324246e-01,9.531589903391550767e-01
9.037317282648531513e-01,9.190224667825763749e-01,9.614064591750300925e-01,9.604330509409373384e-01,8.938479377547522420e-01,9.563286834418742721e-01,9.501464591618715705e-01,9.286791539849329480e-01,9.304985355534736158e-01,9.760703646233808151e-01,9.549961725404529922e-01,1.000000000000000000e+00,9.672636288121500003e-01,9.666596385122503410e-01,9.802316726197936037e-01,9.094776512411252289e-01,8.693810706744359296e-01,9.114090028858459203e-01,9.468508428186588333e-01,9.149721607453756844e-01,9.639745768622350885e-01,8.726527242099597625e-01,9.440360393143564233e-01,9.289574158838516116e-01,7.625407673108239859e-01,8.937095045474899857e-01,8.232292343617801933e-01,7.407145670665631343e-01,6.687574630160242339e-01,9.535146244013957828e-01,9.393514041439776641e-01,8.364998538313412890e-01,8.265551335545405776e-01,8.119404407581688465e-01,8.663290667888159380e-01
8.851824570631577904e-01,8.997797439614613202e-01,9.466239540399160601e-01,9.633258626268897951e-01,8.718079423577542730e-01,9.359582172573064351e-01,9.194254004985965567e-01,9.230949571893630745e-01,9.567243848873739909e-01,9.671016818433562090e-01,9.305305882551929697e-01,9.672636288121500003e-01,9.999999999999998890e-01,9.543735881611740135e-01,9.795914212473921800e-01,8.878822377836363966e-01,8.338466897584277948e-01,8.881787230529225585e-01,9.427966750712606370e-01,8.972981140835770697e-01,9.506302951216643038e-01,8.846723067010261454e-01,9.552655775573778429e-01,9.447900286182938645e-01,7.341670214326144750e-01,8.728369012003902583e-01,7.999410249411773588e-01,7.165453702899039490e-01,6.345719681442777427e-01,9.227457656347995973e-01,9.211159886666450136e-01,8.324038789515507686e-01,8.075930893917270259e-01,7.931170523150438134e-01,8.539161845766881642e-01
9.422053415334551429e-01,9.603075269456196050e-01,9.770869329278495385e-01,9.636234388933480055e-01,9.434635742190439212e-01,9.786468565509787165e-01,9.672085628314093242e-01,9.655616818165729809e-01,9.425546157861247609e-01,9.754952941663131982e-01,9.819600628560374300e-01,9.666596385122502300e-01,9.543735881611740135e-01,1.000000000000000000e+00,9.726870100737396996e-01,9.512076219888433437e-01,9.092008087644096737e-01,9.532978082132900211e-01,9.432245207391705133e-01,9.525463070135983257e-01,9.643376879581002648e-01,8.582651786756002599e-01,9.415659261215193476e-01,9.571272163473204531e-01,8.302850065884702646e-01,9.408322025709964231e-01,8.862579041890884524e-01,8.141786780925589495e-01,7.424799041006221456e-01,9.243373646787456099e-01,9.759704256552100832e-01,8.778821070198876697e-01,8.863130973557342696e-01,8.848678795246287532e-01,9.249712421596911760e-01
9.034643801128803275e-01,9.191896057320083635e-01,9.676910471240691702e-01,9.761487446795048539e-01,8.994544707105219805e-01,9.597474429739505375e-01,9.425915776990346773e-01,9.390014062240089610e-01,9.523310096818892179e-01,9.780316421325873089e-01,9.544874362490056718e-01,9.802316726197934926e-01,9.795914212473921800e-01,9.726870100737396996e-01,9.999999999999997780e-01,9.064704209488635422e-01,8.572362158469921667e-01,9.072994809876541167e-01,9.454261502650269655e-01,9.180375200896112586e-01,9.712755286613713457e-01,8.874764883537284987e-01,9.590720903227027971e-01,9.481572694596205331e-01,7.605580047549769240e-01,9.009239372942650093e-01,8.240673263863244058e-01,7.396995580145043769e-01,6.613634097992840966e-01,9.492795399688385150e-01,9.425523933742501193e-01,8.562235736243629658e-01,8.315113891007526181e-01,8.158377643625310816e-01,8.710427358369275952e-01
9.812479592639947734e-01,9.809634962068818353e-01,9.191432043737055579e-01,8.959472424136030178e-01,9.467689176784008787e-01,9.333732787958175514e-01,9.738425972639461747e-01,9.738585237869819000e-01,8.917294086093976446e-01,9.222152889802390785e-01,9.773006932972874150e-01,9.094776512411251179e-01,8.878822377836362856e-01,9.512076219888434547e-01,9.064704209488634312e-01,9.999999999999998890e-01,9.627117755080168982e-01,9.754833403988389939e-01,9.286383847838304284e-01,9.793019061936177883e-01,9.195192798730080774e-01,7.883819124205169171e-01,8.749243760405528425e-01,9.245319796148194769e-01,9.181716765660515867e-01,9.444037515264368521e-01,9.493867887057365618e-01,8.961825782734164081e-01,8.338590687115801092e-01,8.303815028314404101e-01,9.787034937785450417e-01,8.750296640295736061e-01,9.362184758350293734e-01,9.385280891975120721e-01,9.669832845906338736e-01
9.316542370784749449e-01,9.455494362116786400e-01,8.838272933868666081e-01,8.412339423946323391e-01,9.283415891393139718e-01,9.044749867856246572e-01,9.534589333027280178e-01,9.244634050723545826e-01,8.524128318803988469e-01,8.754702908064800893e-01,9.400486431533209286e-01,8.693810706744360406e-01,8.338466897584277948e-01,9.092008087644097847e-01,8.572362158469921667e-01,9.627117755080167871e-01,9.999999999999997780e-01,9.364556733460885907e-01,8.726127833479611073e-01,9.562052858286271828e-01,8.645859259430322963e-01,7.886477272451725140e-01,8.414494461391511804e-01,8.738525205306588717e-01,9.094682584622529875e-01,8.944136138452790652e-01,9.223475480293161777e-01,8.666760003630470388e-01,8.339127803299519748e-01,8.119573703137702436e-01,9.311867217656367712e-01,7.860535760677902495e-01,8.801962181004922003e-01,9.170540183070871043e-01,9.296461225900995995e-01
